InvoiceNo,Stockcode,Description,Initialstock,Quantity,InvoiceDate,UnitPrice,RetailPrice,CustomerID,Country
542112,22637,PIGGY BANK RETROSPOT ,2903,4,2/6/2021,2.55,4.3,13168,United Kingdom
542109,22637,PIGGY BANK RETROSPOT ,2903,1,2/6/2021,5.79,8.87,Visiting,United Kingdom
541995,22637,PIGGY BANK RETROSPOT ,2903,4,2/6/2021,2.55,4.3,13158,United Kingdom
541999,90175,PINK GLASS CHUNKY CHARM BRACELET,157,1,2/6/2021,9.15,13.61,Visiting,United Kingdom
542100,46000,POLYESTER FILLER PAD 45x30cm,234,2,2/6/2021,1.45,2.75,15339,United Kingdom
542130,46000,POLYESTER FILLER PAD 45x45cm,1758,2,2/6/2021,1.55,2.89,13468,United Kingdom
542107,21115,ROSE CARAVAN DOORSTOP,675,1,2/6/2021,6.75,10.22,16222,United Kingdom
542121,21476,STEEL SWEETHEART ROUND TABLE CREAM,241,1,2/6/2021,14.95,21.78,17515,United Kingdom
542000,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,12,2/6/2021,1.25,2.47,14257,United Kingdom
542115,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,1,2/6/2021,3.29,5.34,Visiting,United Kingdom
541992,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,96,2/6/2021,1.06,2.2,16029,United Kingdom
541999,22795,SWEETHEART RECIPE BOOK STAND,1275,1,2/6/2021,13.29,19.44,Visiting,United Kingdom
542105,22795,SWEETHEART RECIPE BOOK STAND,1275,2,2/6/2021,6.75,10.22,12854,United Kingdom
542107,22794,SWEETHEART WIRE MAGAZINE RACK,464,2,2/6/2021,7.95,11.91,16222,United Kingdom
541991,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,36,2/6/2021,1.25,2.47,12417,Belgium
542107,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,6,2/6/2021,1.25,2.47,16222,United Kingdom
542003,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,6,2/6/2021,1.25,2.47,15311,United Kingdom
542107,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,6,2/6/2021,1.25,2.47,16222,United Kingdom
542002,20719,WOODLAND CHARLOTTE BAG,13476,30,2/6/2021,0.72,1.72,14298,United Kingdom
542084,20719,WOODLAND CHARLOTTE BAG,13476,20,2/6/2021,0.85,1.9,14680,United Kingdom
542080,20719,WOODLAND CHARLOTTE BAG,13476,20,2/6/2021,0.85,1.9,13815,Germany
542109,20719,WOODLAND CHARLOTTE BAG,13476,24,2/6/2021,2.46,4.17,Visiting,United Kingdom
542252,84559,3D SHEET OF DOG STICKERS,603,1,2/7/2021,1.66,3.05,Visiting,United Kingdom
542255,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2962,1,2/7/2021,4.13,6.53,Visiting,United Kingdom
542236,22858,EASTER TIN KEEPSAKE,1138,4,2/7/2021,1.65,3.03,17027,United Kingdom
542192,22858,EASTER TIN KEEPSAKE,1138,6,2/7/2021,1.65,3.03,14049,United Kingdom
542147,35810,ENAMEL BLUE RIM COFFEE CONTAINER,301,6,2/7/2021,2.1,3.67,12782,Portugal
542255,84849,FAIRY SOAP SOAP HOLDER,341,1,2/7/2021,3.29,5.34,Visiting,United Kingdom
542238,22260,FELT EGG COSY BLUE RABBIT ,753,12,2/7/2021,0.85,1.9,12591,Italy
542252,22677,FRENCH BLUE METAL DOOR SIGN 2,1218,1,2/7/2021,2.46,4.17,Visiting,United Kingdom
542192,22231,JIGSAW TREE WITH BIRDHOUSE,1240,4,2/7/2021,1.45,2.75,14049,United Kingdom
542255,90214,"LETTER ""M"" BLING KEY RING",313,2,2/7/2021,0.83,1.88,Visiting,United Kingdom
542255,22637,PIGGY BANK RETROSPOT ,2903,1,2/7/2021,4.96,7.7,Visiting,United Kingdom
542192,22637,PIGGY BANK RETROSPOT ,2903,4,2/7/2021,2.55,4.3,14049,United Kingdom
542255,22081,RIBBON REEL FLORA + FAUNA ,678,2,2/7/2021,3.29,5.34,Visiting,United Kingdom
542236,22081,RIBBON REEL FLORA + FAUNA ,678,3,2/7/2021,1.65,3.03,17027,United Kingdom
542151,22619,SET OF 6 SOLDIER SKITTLES,2779,4,2/7/2021,3.75,5.99,13491,United Kingdom
542252,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,1,2/7/2021,3.29,5.34,Visiting,United Kingdom
542217,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,18,2/7/2021,1.25,2.47,14606,United Kingdom
542243,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,8,2/7/2021,1.25,2.47,17841,United Kingdom
542215,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,12,2/7/2021,1.25,2.47,12472,Germany
542208,21380,WOODEN HAPPY BIRTHDAY GARLAND,2278,12,2/7/2021,2.95,4.86,16422,United Kingdom
542237,20719,WOODLAND CHARLOTTE BAG,13476,10,2/7/2021,0.85,1.9,12347,Iceland
542143,20719,WOODLAND CHARLOTTE BAG,13476,40,2/7/2021,0.72,1.72,15061,United Kingdom
542408,21644,ASSORTED TUTTI FRUTTI HEART BOX,219,12,2/8/2021,1.25,2.47,13280,United Kingdom
542397,22932,BAKING MOULD TOFFEE CUP CHOCOLATE,1030,48,2/8/2021,2.55,4.3,13328,United Kingdom
542272,22858,EASTER TIN KEEPSAKE,1138,6,2/8/2021,1.65,3.03,16496,United Kingdom
542344,22858,EASTER TIN KEEPSAKE,1138,1,2/8/2021,3.29,5.34,Visiting,United Kingdom
542344,35810,ENAMEL BLUE RIM COFFEE CONTAINER,301,1,2/8/2021,4.13,6.53,Visiting,United Kingdom
542276,35810,ENAMEL BLUE RIM COFFEE CONTAINER,301,6,2/8/2021,2.1,3.67,12764,Lebanon
542406,22677,FRENCH BLUE METAL DOOR SIGN 2,1218,1,2/8/2021,1.25,2.47,17757,United Kingdom
542344,22677,FRENCH BLUE METAL DOOR SIGN 2,1218,2,2/8/2021,2.46,4.17,Visiting,United Kingdom
542401,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16451,24,2/8/2021,1.25,2.47,14541,United Kingdom
542393,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16451,24,2/8/2021,1.25,2.47,18125,United Kingdom
542354,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,10,2/8/2021,1.95,3.45,14709,United Kingdom
542276,21781,MA CAMPAGNE CUTLERY BOX,255,4,2/8/2021,14.95,21.78,12764,Lebanon
542276,21272,SALLE DE BAIN HOOK,788,12,2/8/2021,1.25,2.47,12764,Lebanon
542401,22619,SET OF 6 SOLDIER SKITTLES,2779,1,2/8/2021,3.75,5.99,14541,United Kingdom
542345,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,2,2/8/2021,1.25,2.47,15910,United Kingdom
542420,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,8,2/8/2021,1.25,2.47,17180,United Kingdom
542269,22795,SWEETHEART RECIPE BOOK STAND,1275,2,2/8/2021,6.75,10.22,14442,Channel Islands
542344,22795,SWEETHEART RECIPE BOOK STAND,1275,1,2/8/2021,13.29,19.44,Visiting,United Kingdom
542381,22794,SWEETHEART WIRE MAGAZINE RACK,464,2,2/8/2021,7.95,11.91,17213,United Kingdom
542277,21135,VICTORIAN  METAL POSTCARD SPRING,3019,8,2/8/2021,1.69,3.09,14440,United Kingdom
542390,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,12,2/8/2021,1.25,2.47,16814,United Kingdom
542344,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,12,2/8/2021,2.46,4.17,Visiting,United Kingdom
542347,20719,WOODLAND CHARLOTTE BAG,13476,10,2/8/2021,0.85,1.9,12826,United Kingdom
542344,20719,WOODLAND CHARLOTTE BAG,13476,9,2/8/2021,1.63,3,Visiting,United Kingdom
542275,20719,WOODLAND CHARLOTTE BAG,13476,10,2/8/2021,0.85,1.9,13089,United Kingdom
542534,85034,3 WHITE CHOC MORRIS BOXED CANDLES,1055,4,2/9/2021,4.25,6.7,13707,United Kingdom
542541,84661,BLACK SQUARE TABLE CLOCK,258,1,2/9/2021,4.96,7.7,Visiting,United Kingdom
542511,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1223,8,2/9/2021,9.95,14.73,15527,United Kingdom
542534,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16451,48,2/9/2021,1.25,2.47,13707,United Kingdom
542517,22089,PAPER BUNTING VINTAGE PAISLEY,1537,40,2/9/2021,2.55,4.3,13694,United Kingdom
542536,22089,PAPER BUNTING VINTAGE PAISLEY,1537,2,2/9/2021,4.13,6.53,Visiting,United Kingdom
542536,22637,PIGGY BANK RETROSPOT ,2903,3,2/9/2021,5.79,8.87,Visiting,United Kingdom
542534,20932,PINK POT PLANT CANDLE,520,4,2/9/2021,3.75,5.99,13707,United Kingdom
542542,21115,ROSE CARAVAN DOORSTOP,675,4,2/9/2021,6.75,10.22,12431,Australia
542431,22795,SWEETHEART RECIPE BOOK STAND,1275,4,2/9/2021,6.75,10.22,12853,United Kingdom
542541,22795,SWEETHEART RECIPE BOOK STAND,1275,1,2/9/2021,13.29,19.44,Visiting,United Kingdom
542535,21259,VICTORIAN SEWING BOX SMALL ,1339,2,2/9/2021,5.95,9.09,12735,France
542536,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,2,2/9/2021,2.46,4.17,Visiting,United Kingdom
542578,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,12,2/9/2021,1.25,2.47,13709,United Kingdom
542586,21380,WOODEN HAPPY BIRTHDAY GARLAND,2278,6,2/9/2021,2.95,4.86,12377,Switzerland
542541,20719,WOODLAND CHARLOTTE BAG,13476,2,2/9/2021,1.63,3,Visiting,United Kingdom
542536,20719,WOODLAND CHARLOTTE BAG,13476,3,2/9/2021,2.46,4.17,Visiting,United Kingdom
542503,20719,WOODLAND CHARLOTTE BAG,13476,10,2/9/2021,0.85,1.9,16327,United Kingdom
542535,20719,WOODLAND CHARLOTTE BAG,13476,10,2/9/2021,0.85,1.9,12735,France
542603,22858,EASTER TIN KEEPSAKE,1138,6,2/11/2021,1.65,3.03,16985,United Kingdom
542597,21781,MA CAMPAGNE CUTLERY BOX,255,1,2/11/2021,14.95,21.78,16326,United Kingdom
542611,22637,PIGGY BANK RETROSPOT ,2903,4,2/11/2021,2.55,4.3,15415,United Kingdom
542601,85135,RED DRAGONFLY HELICOPTER,321,1,2/11/2021,7.95,11.91,16897,United Kingdom
542615,21476,STEEL SWEETHEART ROUND TABLE CREAM,241,1,2/11/2021,14.95,21.78,13148,United Kingdom
542611,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,4,2/11/2021,1.25,2.47,15415,United Kingdom
542607,22795,SWEETHEART RECIPE BOOK STAND,1275,2,2/11/2021,6.75,10.22,13148,United Kingdom
542612,22795,SWEETHEART RECIPE BOOK STAND,1275,1,2/11/2021,6.75,10.22,17841,United Kingdom
542607,22794,SWEETHEART WIRE MAGAZINE RACK,464,1,2/11/2021,7.95,11.91,13148,United Kingdom
542619,21135,VICTORIAN  METAL POSTCARD SPRING,3019,8,2/11/2021,1.69,3.09,13869,United Kingdom
542616,21135,VICTORIAN  METAL POSTCARD SPRING,3019,8,2/11/2021,1.69,3.09,16816,United Kingdom
542600,21259,VICTORIAN SEWING BOX SMALL ,1339,2,2/11/2021,5.95,9.09,16923,United Kingdom
542595,21259,VICTORIAN SEWING BOX SMALL ,1339,3,2/11/2021,5.95,9.09,14040,United Kingdom
542618,21259,VICTORIAN SEWING BOX SMALL ,1339,1,2/11/2021,5.95,9.09,14502,United Kingdom
542602,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,4,2/11/2021,1.25,2.47,15579,United Kingdom
542614,21380,WOODEN HAPPY BIRTHDAY GARLAND,2278,6,2/11/2021,2.95,4.86,15708,United Kingdom
542613,21380,WOODEN HAPPY BIRTHDAY GARLAND,2278,3,2/11/2021,2.95,4.86,17431,United Kingdom
542610,20719,WOODLAND CHARLOTTE BAG,13476,10,2/11/2021,0.85,1.9,13148,United Kingdom
542624,84559,3D SHEET OF DOG STICKERS,603,1,2/12/2021,1.66,3.05,Visiting,United Kingdom
542664,22932,BAKING MOULD TOFFEE CUP CHOCOLATE,1030,2,2/12/2021,4.96,7.7,Visiting,United Kingdom
542664,85131,BEADED CRYSTAL HEART GREEN ON STICK,629,8,2/12/2021,0.83,1.88,Visiting,United Kingdom
542622,21098,CHRISTMAS TOILET ROLL,3861,1,2/12/2021,2.46,4.17,Visiting,United Kingdom
542621,84536,FAIRY CAKES NOTEBOOK A7 SIZE,2209,16,2/12/2021,0.42,1.3,12528,Germany
542731,17084,FAIRY DREAMS INCENSE ,1546,50,2/12/2021,0.21,1,13600,United Kingdom
542727,22677,FRENCH BLUE METAL DOOR SIGN 2,1218,2,2/12/2021,1.25,2.47,17604,United Kingdom
542733,20996,JAZZ HEARTS ADDRESS BOOK,3284,1,2/12/2021,0.42,1.3,15058,United Kingdom
542624,37340,MULTICOLOUR SPRING FLOWER MUG,2567,2,2/12/2021,8.29,12.39,Visiting,United Kingdom
542733,22089,PAPER BUNTING VINTAGE PAISLEY,1537,1,2/12/2021,2.95,4.86,15058,United Kingdom
542673,21364,PEACE SMALL WOOD LETTERS,261,1,2/12/2021,6.75,10.22,14527,United Kingdom
542727,22637,PIGGY BANK RETROSPOT ,2903,1,2/12/2021,2.55,4.3,17604,United Kingdom
542622,22619,SET OF 6 SOLDIER SKITTLES,2779,1,2/12/2021,7.46,11.22,Visiting,United Kingdom
542662,22619,SET OF 6 SOLDIER SKITTLES,2779,4,2/12/2021,3.75,5.99,18145,United Kingdom
542624,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,2,2/12/2021,3.29,5.34,Visiting,United Kingdom
542621,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,12,2/12/2021,1.25,2.47,12528,Germany
542715,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,12,2/12/2021,1.25,2.47,16403,United Kingdom
542720,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,12,2/12/2021,1.25,2.47,12778,Netherlands
542625,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,1,2/12/2021,3.29,5.34,Visiting,United Kingdom
542713,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,36,2/12/2021,1.25,2.47,12668,Germany
542664,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,1,2/12/2021,2.46,4.17,Visiting,United Kingdom
542627,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,12,2/12/2021,1.25,2.47,14426,United Kingdom
542728,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,72,2/12/2021,1.06,2.2,14006,United Kingdom
542625,22795,SWEETHEART RECIPE BOOK STAND,1275,1,2/12/2021,13.29,19.44,Visiting,United Kingdom
542646,22795,SWEETHEART RECIPE BOOK STAND,1275,2,2/12/2021,6.75,10.22,17220,United Kingdom
542708,22795,SWEETHEART RECIPE BOOK STAND,1275,16,2/12/2021,5.95,9.09,17621,United Kingdom
542648,21135,VICTORIAN  METAL POSTCARD SPRING,3019,8,2/12/2021,1.69,3.09,12476,Germany
542737,21135,VICTORIAN  METAL POSTCARD SPRING,3019,1,2/12/2021,1.69,3.09,15058,United Kingdom
542633,20719,WOODLAND CHARLOTTE BAG,13476,6,2/12/2021,2.46,4.17,Visiting,United Kingdom
542906,85131,BEADED CRYSTAL HEART GREEN ON STICK,629,2,2/13/2021,0.83,1.88,Visiting,United Kingdom
542907,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1223,8,2/13/2021,9.95,14.73,13854,United Kingdom
542779,22858,EASTER TIN KEEPSAKE,1138,12,2/13/2021,1.65,3.03,17147,United Kingdom
542895,22858,EASTER TIN KEEPSAKE,1138,1,2/13/2021,1.65,3.03,14549,United Kingdom
542898,84536,FAIRY CAKES NOTEBOOK A7 SIZE,2209,1,2/13/2021,0.42,1.3,16110,United Kingdom
542796,22260,FELT EGG COSY BLUE RABBIT ,753,10,2/13/2021,0.85,1.9,17356,United Kingdom
542835,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16451,24,2/13/2021,1.25,2.47,13939,United Kingdom
542862,20996,JAZZ HEARTS ADDRESS BOOK,3284,5,2/13/2021,0.42,1.3,14606,United Kingdom
542898,20996,JAZZ HEARTS ADDRESS BOOK,3284,4,2/13/2021,0.42,1.3,16110,United Kingdom
542895,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,3,2/13/2021,1.95,3.45,14549,United Kingdom
542914,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,3,2/13/2021,1.95,3.45,16161,United Kingdom
542906,21781,MA CAMPAGNE CUTLERY BOX,255,1,2/13/2021,29.13,41.78,Visiting,United Kingdom
542778,21781,MA CAMPAGNE CUTLERY BOX,255,1,2/13/2021,14.95,21.78,14496,United Kingdom
542901,21781,MA CAMPAGNE CUTLERY BOX,255,1,2/13/2021,14.95,21.78,14217,United Kingdom
542890,22089,PAPER BUNTING VINTAGE PAISLEY,1537,4,2/13/2021,2.95,4.86,15311,United Kingdom
542890,22637,PIGGY BANK RETROSPOT ,2903,2,2/13/2021,2.55,4.3,15311,United Kingdom
542836,85135,RED DRAGONFLY HELICOPTER,321,1,2/13/2021,7.95,11.91,16745,United Kingdom
542906,22081,RIBBON REEL FLORA + FAUNA ,678,1,2/13/2021,3.29,5.34,Visiting,United Kingdom
542806,21272,SALLE DE BAIN HOOK,788,12,2/13/2021,1.25,2.47,12836,United Kingdom
542791,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,1,2/13/2021,1.25,2.47,15039,United Kingdom
542898,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,4,2/13/2021,1.25,2.47,16110,United Kingdom
542777,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,24,2/13/2021,1.25,2.47,14911,EIRE
542867,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,4,2/13/2021,1.25,2.47,Visiting,United Kingdom
542794,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,3,2/13/2021,2.46,4.17,Visiting,United Kingdom
542806,22795,SWEETHEART RECIPE BOOK STAND,1275,2,2/13/2021,6.75,10.22,12836,United Kingdom
542795,22795,SWEETHEART RECIPE BOOK STAND,1275,4,2/13/2021,6.75,10.22,18055,United Kingdom
542898,22795,SWEETHEART RECIPE BOOK STAND,1275,1,2/13/2021,6.75,10.22,16110,United Kingdom
542806,22794,SWEETHEART WIRE MAGAZINE RACK,464,2,2/13/2021,7.95,11.91,12836,United Kingdom
542891,22794,SWEETHEART WIRE MAGAZINE RACK,464,6,2/13/2021,7.95,11.91,16705,United Kingdom
542794,21259,VICTORIAN SEWING BOX SMALL ,1339,1,2/13/2021,12.46,18.27,Visiting,United Kingdom
542777,21259,VICTORIAN SEWING BOX SMALL ,1339,2,2/13/2021,5.95,9.09,14911,EIRE
542902,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,12,2/13/2021,1.25,2.47,16011,United Kingdom
542778,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,12,2/13/2021,1.25,2.47,14496,United Kingdom
542794,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,12,2/13/2021,2.46,4.17,Visiting,United Kingdom
542911,21380,WOODEN HAPPY BIRTHDAY GARLAND,2278,18,2/13/2021,2.95,4.86,12676,Sweden
542890,21380,WOODEN HAPPY BIRTHDAY GARLAND,2278,2,2/13/2021,2.95,4.86,15311,United Kingdom
542870,20719,WOODLAND CHARLOTTE BAG,13476,10,2/13/2021,0.85,1.9,15203,United Kingdom
542794,20719,WOODLAND CHARLOTTE BAG,13476,1,2/13/2021,1.63,3,Visiting,United Kingdom
542887,20719,WOODLAND CHARLOTTE BAG,13476,20,2/13/2021,0.85,1.9,12373,Austria
542914,20719,WOODLAND CHARLOTTE BAG,13476,5,2/13/2021,0.85,1.9,16161,United Kingdom
543013,85131,BEADED CRYSTAL HEART GREEN ON STICK,629,1,2/14/2021,0.83,1.88,Visiting,United Kingdom
542932,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1223,2,2/14/2021,12.75,18.68,13089,United Kingdom
542993,22858,EASTER TIN KEEPSAKE,1138,6,2/14/2021,1.65,3.03,16156,United Kingdom
543040,84849,FAIRY SOAP SOAP HOLDER,341,1,2/14/2021,1.69,3.09,17337,United Kingdom
543028,22260,FELT EGG COSY BLUE RABBIT ,753,12,2/14/2021,0.85,1.9,14443,United Kingdom
543040,22677,FRENCH BLUE METAL DOOR SIGN 2,1218,2,2/14/2021,1.25,2.47,17337,United Kingdom
543013,22677,FRENCH BLUE METAL DOOR SIGN 2,1218,1,2/14/2021,2.46,4.17,Visiting,United Kingdom
543030,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16451,24,2/14/2021,1.25,2.47,12437,France
543015,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,20,2/14/2021,1.95,3.45,14188,United Kingdom
542932,22089,PAPER BUNTING VINTAGE PAISLEY,1537,6,2/14/2021,2.95,4.86,13089,United Kingdom
543013,22089,PAPER BUNTING VINTAGE PAISLEY,1537,1,2/14/2021,5.79,8.87,Visiting,United Kingdom
542990,22089,PAPER BUNTING VINTAGE PAISLEY,1537,6,2/14/2021,2.95,4.86,13468,United Kingdom
543036,46000,POLYESTER FILLER PAD 45x30cm,234,2,2/14/2021,1.45,2.75,17223,United Kingdom
543036,46000,POLYESTER FILLER PAD 45x45cm,1758,2,2/14/2021,1.55,2.89,17223,United Kingdom
542930,21115,ROSE CARAVAN DOORSTOP,675,16,2/14/2021,5.95,9.09,14233,United Kingdom
542989,22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,306,12,2/14/2021,2.55,4.3,15226,United Kingdom
543013,22619,SET OF 6 SOLDIER SKITTLES,2779,1,2/14/2021,7.46,11.22,Visiting,United Kingdom
542998,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,2,2/14/2021,3.29,5.34,Visiting,United Kingdom
543028,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,12,2/14/2021,1.25,2.47,14443,United Kingdom
543022,21259,VICTORIAN SEWING BOX SMALL ,1339,2,2/14/2021,5.95,9.09,16771,United Kingdom
543013,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,1,2/14/2021,2.46,4.17,Visiting,United Kingdom
543033,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,6,2/14/2021,1.25,2.47,17841,United Kingdom
543097,84559,3D SHEET OF DOG STICKERS,603,3,2/15/2021,1.66,3.05,Visiting,United Kingdom
543120,84751,BLACK MEDIUM GLASS CAKE STAND,69,2,2/15/2021,3.75,5.99,13668,United Kingdom
543107,22858,EASTER TIN KEEPSAKE,1138,6,2/15/2021,1.65,3.03,13800,United Kingdom
543131,22260,FELT EGG COSY BLUE RABBIT ,753,12,2/15/2021,0.85,1.9,13539,United Kingdom
543121,22231,JIGSAW TREE WITH BIRDHOUSE,1240,12,2/15/2021,1.45,2.75,12662,Germany
543096,22231,JIGSAW TREE WITH BIRDHOUSE,1240,1,2/15/2021,1.45,2.75,14044,United Kingdom
543111,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,2,2/15/2021,1.95,3.45,15719,United Kingdom
543123,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,10,2/15/2021,1.95,3.45,18178,United Kingdom
543045,22089,PAPER BUNTING VINTAGE PAISLEY,1537,6,2/15/2021,2.95,4.86,14309,United Kingdom
543162,21115,ROSE CARAVAN DOORSTOP,675,1,2/15/2021,6.75,10.22,17507,United Kingdom
543114,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,12,2/15/2021,1.25,2.47,14156,EIRE
543056,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,24,2/15/2021,1.25,2.47,12471,Germany
543111,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,1,2/15/2021,1.25,2.47,15719,United Kingdom
543097,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,1,2/15/2021,2.46,4.17,Visiting,United Kingdom
543044,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,12,2/15/2021,1.25,2.47,17071,United Kingdom
543107,22795,SWEETHEART RECIPE BOOK STAND,1275,2,2/15/2021,6.75,10.22,13800,United Kingdom
543162,22795,SWEETHEART RECIPE BOOK STAND,1275,1,2/15/2021,6.75,10.22,17507,United Kingdom
543118,22795,SWEETHEART RECIPE BOOK STAND,1275,2,2/15/2021,6.75,10.22,13842,United Kingdom
543161,22794,SWEETHEART WIRE MAGAZINE RACK,464,2,2/15/2021,7.95,11.91,14497,United Kingdom
543121,20719,WOODLAND CHARLOTTE BAG,13476,10,2/15/2021,0.85,1.9,12662,Germany
543044,20719,WOODLAND CHARLOTTE BAG,13476,10,2/15/2021,0.85,1.9,17071,United Kingdom
543096,20719,WOODLAND CHARLOTTE BAG,13476,3,2/15/2021,0.85,1.9,14044,United Kingdom
543122,20719,WOODLAND CHARLOTTE BAG,13476,40,2/15/2021,0.85,1.9,13819,United Kingdom
543187,22932,BAKING MOULD TOFFEE CUP CHOCOLATE,1030,6,2/16/2021,2.55,4.3,14778,United Kingdom
543182,85131,BEADED CRYSTAL HEART GREEN ON STICK,629,1,2/16/2021,0.83,1.88,Visiting,United Kingdom
543255,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1223,8,2/16/2021,9.95,14.73,13050,United Kingdom
543235,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1223,2,2/16/2021,12.75,18.68,14462,United Kingdom
543188,22858,EASTER TIN KEEPSAKE,1138,6,2/16/2021,1.65,3.03,12567,France
543256,22260,FELT EGG COSY BLUE RABBIT ,753,6,2/16/2021,0.85,1.9,17293,United Kingdom
543237,22637,PIGGY BANK RETROSPOT ,2903,1,2/16/2021,5.79,8.87,Visiting,United Kingdom
543237,22081,RIBBON REEL FLORA + FAUNA ,678,1,2/16/2021,3.29,5.34,Visiting,United Kingdom
543192,22619,SET OF 6 SOLDIER SKITTLES,2779,30,2/16/2021,3.39,5.48,17381,United Kingdom
543214,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,12,2/16/2021,1.25,2.47,12779,Poland
543237,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,13,2/16/2021,3.29,5.34,Visiting,United Kingdom
543171,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,1,2/16/2021,3.29,5.34,Visiting,United Kingdom
543246,22795,SWEETHEART RECIPE BOOK STAND,1275,2,2/16/2021,6.75,10.22,17315,United Kingdom
543166,22795,SWEETHEART RECIPE BOOK STAND,1275,4,2/16/2021,6.75,10.22,13488,United Kingdom
543251,21259,VICTORIAN SEWING BOX SMALL ,1339,2,2/16/2021,5.95,9.09,14194,United Kingdom
543184,21259,VICTORIAN SEWING BOX SMALL ,1339,4,2/16/2021,5.95,9.09,16525,United Kingdom
543182,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,2,2/16/2021,2.46,4.17,Visiting,United Kingdom
543237,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,1,2/16/2021,2.46,4.17,Visiting,United Kingdom
543196,21380,WOODEN HAPPY BIRTHDAY GARLAND,2278,6,2/16/2021,2.95,4.86,13309,United Kingdom
543182,21380,WOODEN HAPPY BIRTHDAY GARLAND,2278,1,2/16/2021,5.79,8.87,Visiting,United Kingdom
543237,20719,WOODLAND CHARLOTTE BAG,13476,34,2/16/2021,2.46,4.17,Visiting,United Kingdom
543182,46776,WOVEN BERRIES CUSHION COVER ,172,1,2/16/2021,4.13,6.53,Visiting,United Kingdom
543272,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,5,2/18/2021,1.95,3.45,14810,United Kingdom
